method,metric,time,area,storage_capacity,residence_time,runoff_fraction,melting_rate,NSE,KGE,RMSE,Bias,PBias,MeanAbsErr,MaxAbsDiff,MaxPeakDiff
Evolution,NSE,20231207_2308,167530.62781768656,27.723164196559317,8.97016145999863,0.07300928329147642,4.872729184139763,-0.5056246943813818,0.37386005194435223,280.04552182951886,-50.710709300620415,13.33205337381615,193.53318796389885,1589.8017378098843,596.337154476551
Evolution,RMSE,20231207_2308,128087.56558768946,29.518609889446413,10.257645790270006,0.0691291153799003,3.1344507411927016,-0.24012258925592067,0.4346163350141098,254.15729340656085,-124.77795718537813,32.804636496197716,194.2162531661643,993.4583394433517,-17.947259564364003
Basin,NSE,20231207_2308,150499.99238334823,30.0,12.0,0.1,3.0,-0.17414981463886425,0.4660844477848556,247.30450325864203,-94.76684513932607,24.91459210274163,184.88974659061745,990.7414725762984,-6.813635879252843
Basin,RMSE,20231207_2308,125648.1793798802,30.0,11.432325082278918,0.05,3.0,-0.1817887921990613,0.4419788877365727,248.10767623991802,-120.2732791150149,31.620338163671608,188.88103656167573,900.2169832333901,-120.9596739437527
