datetime,valid,temperature(C),discharge(L/min)
2021-10-22 00:00:00+00:00,1.0,12.8125,2390.1868055555556
2021-10-23 00:00:00+00:00,1.0,12.712499999999999,2372.41875
2021-10-24 00:00:00+00:00,1.0,12.708333333333334,2365.501388888889
2021-10-25 00:00:00+00:00,1.0,12.71875,2361.390277777778
2021-10-26 00:00:00+00:00,1.0,12.769444444444444,2334.7118055555557
2021-10-27 00:00:00+00:00,1.0,12.745833333333334,2335.184027777778
2021-10-28 00:00:00+00:00,1.0,12.684722222222222,2325.426388888889
2021-10-29 00:00:00+00:00,1.0,12.62361111111111,2320.1847222222223
2021-10-30 00:00:00+00:00,1.0,12.629166666666666,2305.9791666666665
2021-10-31 00:00:00+00:00,1.0,12.684722222222222,2311.3118055555556
2021-11-01 00:00:00+00:00,1.0,12.68888888888889,2295.804861111111
2021-11-02 00:00:00+00:00,1.0,12.603472222222223,2015.2652777777778
2021-11-03 00:00:00+00:00,1.0,12.46736111111111,1891.3513888888888
2021-11-04 00:00:00+00:00,1.0,12.425694444444444,1891.1097222222222
2021-11-05 00:00:00+00:00,1.0,12.425694444444444,1868.3715277777778
2021-11-06 00:00:00+00:00,1.0,12.359027777777778,1872.3666666666666
2021-11-07 00:00:00+00:00,1.0,12.322916666666666,1863.1236111111111
2021-11-08 00:00:00+00:00,1.0,12.390972222222222,1703.2368055555555
2021-11-09 00:00:00+00:00,1.0,12.335416666666667,1490.5513888888888
2021-11-10 00:00:00+00:00,1.0,12.28125,1495.9930555555557
2021-11-11 00:00:00+00:00,1.0,12.274999999999999,1487.086111111111
2021-11-12 00:00:00+00:00,1.0,12.268055555555556,1489.759722222222
2021-11-13 00:00:00+00:00,1.0,12.296527777777778,1491.1138888888888
2021-11-14 00:00:00+00:00,1.0,12.311805555555557,1485.8104166666667
2021-11-15 00:00:00+00:00,1.0,12.324305555555556,1472.4645833333334
2021-11-16 00:00:00+00:00,1.0,12.268055555555556,1472.9659722222223
2021-11-17 00:00:00+00:00,1.0,12.223611111111111,1456.2965277777778
2021-11-18 00:00:00+00:00,1.0,12.197222222222223,1449.017361111111
2021-11-19 00:00:00+00:00,1.0,12.247916666666667,1463.232638888889
2021-11-20 00:00:00+00:00,1.0,12.216666666666667,1459.71875
2021-11-21 00:00:00+00:00,1.0,12.21736111111111,1446.5124999999998
2021-11-22 00:00:00+00:00,1.0,12.227083333333333,1442.49375
2021-11-23 00:00:00+00:00,1.0,12.243749999999999,1435.3569444444445
2021-11-24 00:00:00+00:00,1.0,12.202083333333333,1432.1027777777776
2021-11-25 00:00:00+00:00,1.0,12.134027777777778,1416.81875
2021-11-26 00:00:00+00:00,1.0,12.040277777777778,1419.1229166666667
2021-11-27 00:00:00+00:00,1.0,12.040972222222223,1412.1805555555557
2021-11-28 00:00:00+00:00,1.0,12.024305555555555,1402.892361111111
2021-11-29 00:00:00+00:00,1.0,11.93611111111111,1389.242361111111
2021-11-30 00:00:00+00:00,1.0,11.889583333333334,1386.5020833333333
2021-12-01 00:00:00+00:00,1.0,11.93611111111111,1383.0493055555555
2021-12-02 00:00:00+00:00,1.0,11.919444444444444,1371.7847222222222
2021-12-03 00:00:00+00:00,1.0,11.79861111111111,1374.5159722222222
2021-12-04 00:00:00+00:00,1.0,11.820833333333333,1390.5930555555556
2021-12-05 00:00:00+00:00,1.0,11.808333333333334,1426.711111111111
2021-12-06 00:00:00+00:00,1.0,11.759722222222223,1425.7840277777777
2021-12-07 00:00:00+00:00,1.0,11.697916666666666,1407.2548611111113
2021-12-08 00:00:00+00:00,1.0,11.678472222222222,1412.7298611111112
2021-12-09 00:00:00+00:00,1.0,11.639583333333333,1410.2645833333333
2021-12-10 00:00:00+00:00,1.0,11.514583333333333,1399.492361111111
2021-12-11 00:00:00+00:00,1.0,11.538888888888888,1398.1506944444445
2021-12-12 00:00:00+00:00,1.0,11.48263888888889,1381.7222222222222
2021-12-13 00:00:00+00:00,1.0,11.473611111111111,1386.1625
2021-12-14 00:00:00+00:00,1.0,11.459722222222222,1385.24375
2021-12-15 00:00:00+00:00,1.0,11.456989247311828,1382.5924731182797
2021-12-16 00:00:00+00:00,1.0,11.233846153846155,1360.8030769230768
2021-12-17 00:00:00+00:00,1.0,11.292361111111111,1360.7506944444444
2021-12-18 00:00:00+00:00,1.0,11.234027777777778,1348.4986111111111
2021-12-19 00:00:00+00:00,1.0,11.159027777777776,1344.5868055555557
2021-12-20 00:00:00+00:00,1.0,11.1,1342.1708333333333
2021-12-21 00:00:00+00:00,1.0,11.082638888888887,1337.5631944444444
2021-12-22 00:00:00+00:00,1.0,10.936805555555557,1699.2229166666666
2021-12-23 00:00:00+00:00,1.0,10.920833333333333,1870.6472222222224
2021-12-24 00:00:00+00:00,1.0,11.057638888888889,1865.0784722222222
2021-12-25 00:00:00+00:00,1.0,11.087499999999999,1881.1979166666667
2021-12-26 00:00:00+00:00,1.0,11.099305555555555,1994.4944444444445
2021-12-27 00:00:00+00:00,1.0,11.11736111111111,2033.201388888889
2021-12-28 00:00:00+00:00,1.0,11.17986111111111,2044.1458333333333
2021-12-29 00:00:00+00:00,1.0,11.243749999999999,2066.972222222222
2021-12-30 00:00:00+00:00,1.0,11.348611111111111,2119.758333333333
2021-12-31 00:00:00+00:00,1.0,11.391666666666667,2128.7361111111113
2022-01-01 00:00:00+00:00,1.0,11.360416666666667,2117.991666666667
2022-01-02 00:00:00+00:00,1.0,11.36111111111111,2115.9020833333334
2022-01-03 00:00:00+00:00,1.0,11.411111111111111,2093.4666666666667
2022-01-04 00:00:00+00:00,1.0,11.445138888888888,2086.6506944444445
2022-01-05 00:00:00+00:00,1.0,11.285416666666666,2108.480555555556
2022-01-06 00:00:00+00:00,1.0,11.150694444444445,2099.3104166666667
2022-01-07 00:00:00+00:00,1.0,11.051388888888889,2097.0173611111113
2022-01-08 00:00:00+00:00,1.0,11.06875,2086.3305555555553
2022-01-09 00:00:00+00:00,1.0,11.086805555555555,2070.0
2022-01-10 00:00:00+00:00,1.0,11.027777777777779,2061.984027777778
2022-01-11 00:00:00+00:00,1.0,10.98125,2026.0347222222222
2022-01-12 00:00:00+00:00,1.0,10.848611111111111,2002.4652777777778
2022-01-13 00:00:00+00:00,1.0,10.730555555555556,1996.2152777777778
2022-01-14 00:00:00+00:00,1.0,10.739583333333334,1985.2847222222222
2022-01-15 00:00:00+00:00,1.0,10.747222222222222,1967.6694444444447
2022-01-16 00:00:00+00:00,1.0,10.789583333333333,1972.6604166666666
2022-01-17 00:00:00+00:00,1.0,10.8125,1947.0847222222224
2022-01-18 00:00:00+00:00,1.0,10.804166666666667,1948.7743055555557
2022-01-19 00:00:00+00:00,1.0,10.78263888888889,1955.1069444444447
2022-01-20 00:00:00+00:00,1.0,10.810416666666667,1924.1062499999998
2022-01-21 00:00:00+00:00,1.0,10.73611111111111,1935.6354166666667
2022-01-22 00:00:00+00:00,1.0,10.679166666666667,1967.7395833333333
2022-01-23 00:00:00+00:00,1.0,10.65486111111111,1962.4111111111113
2022-01-24 00:00:00+00:00,1.0,10.633333333333333,1943.6152777777777
