 

stn;time;rre150z0
CHU;202104050430;0.0
CHU;202104050440;0.0
CHU;202104050450;0.0
CHU;202104050500;0.0
CHU;202104050510;0.0
CHU;202104050520;0.0
CHU;202104050530;0.0
CHU;202104050540;0.0
CHU;202104050550;0.0
CHU;202104050600;0.0
CHU;202104050610;0.0
CHU;202104050620;0.0
CHU;202104050630;0.0
CHU;202104050640;0.0
CHU;202104050650;0.0
CHU;202104050700;0.0
CHU;202104050710;0.0
CHU;202104050720;0.0
CHU;202104050730;0.0
CHU;202104050740;0.0
CHU;202104050750;0.0
CHU;202104050800;0.0
CHU;202104050810;0.0
CHU;202104050820;0.0
CHU;202104050830;0.0
CHU;202104050840;0.0
CHU;202104050850;0.0
CHU;202104050900;0.0
CHU;202104050910;0.0
CHU;202104050920;0.0
CHU;202104050930;0.0
CHU;202104050940;0.0
CHU;202104050950;0.0
CHU;202104051000;0.0
CHU;202104051010;0.0
CHU;202104051020;0.0
CHU;202104051030;0.0
CHU;202104051040;0.0
CHU;202104051050;0.0
CHU;202104051100;0.0
CHU;202104051110;0.0
CHU;202104051120;0.0
CHU;202104051130;0.0
CHU;202104051140;0.0
CHU;202104051150;0.0
CHU;202104051200;0.0
CHU;202104051210;0.0
CHU;202104051220;0.0
CHU;202104051230;0.0
CHU;202104051240;0.0
CHU;202104051250;0.0
CHU;202104051300;0.0
CHU;202104051310;0.0
CHU;202104051320;0.0
CHU;202104051330;0.0
CHU;202104051340;0.0
CHU;202104051350;0.0
CHU;202104051400;0.0
CHU;202104051410;0.0
CHU;202104051420;0.0
CHU;202104051430;0.0
CHU;202104051440;0.0
CHU;202104051450;0.0
CHU;202104051500;0.0
CHU;202104051510;0.0
CHU;202104051520;0.0
CHU;202104051530;0.0
CHU;202104051540;0.0
CHU;202104051550;0.0
CHU;202104051600;0.0
CHU;202104051610;0.0
CHU;202104051620;0.0
CHU;202104051630;0.0
CHU;202104051640;0.0
CHU;202104051650;0.0
CHU;202104051700;0.0
CHU;202104051710;0.0
CHU;202104051720;0.0
CHU;202104051730;0.0
CHU;202104051740;0.0
CHU;202104051750;0.0
CHU;202104051800;0.0
CHU;202104051810;0.0
CHU;202104051820;0.0
CHU;202104051830;0.0
CHU;202104051840;0.0
CHU;202104051850;0.0
CHU;202104051900;0.0
CHU;202104051910;0.0
CHU;202104051920;0.0
CHU;202104051930;0.0
CHU;202104051940;0.0
CHU;202104051950;0.0
CHU;202104052000;0.0
CHU;202104052010;0.0
CHU;202104052020;0.0
CHU;202104052030;0.0
CHU;202104052040;0.1
CHU;202104052050;0.2
CHU;202104052100;0.1
CHU;202104052110;0.0
CHU;202104052120;0.0
CHU;202104052130;0.0
CHU;202104052140;0.0
CHU;202104052150;0.1
CHU;202104052200;0.0
CHU;202104052210;0.0
CHU;202104052220;0.0
CHU;202104052230;0.0
CHU;202104052240;0.0
CHU;202104052250;0.0
CHU;202104052300;0.0
CHU;202104052310;0.0
CHU;202104052320;0.0
CHU;202104052330;0.0
CHU;202104052340;0.0
CHU;202104052350;0.0
CHU;202104060000;0.0
CHU;202104060010;0.0
CHU;202104060020;0.0
CHU;202104060030;0.0
CHU;202104060040;0.0
CHU;202104060050;0.0
CHU;202104060100;0.0
CHU;202104060110;0.0
CHU;202104060120;0.0
CHU;202104060130;0.0
CHU;202104060140;0.0
CHU;202104060150;0.0
CHU;202104060200;0.0
CHU;202104060210;0.0
CHU;202104060220;0.0
CHU;202104060230;0.0
CHU;202104060240;0.0
CHU;202104060250;0.0
CHU;202104060300;0.0
CHU;202104060310;0.0
CHU;202104060320;0.0
CHU;202104060330;0.0
CHU;202104060340;0.0
CHU;202104060350;0.0
CHU;202104060400;0.0
CHU;202104060410;0.0
CHU;202104060420;0.0
CHU;202104060430;0.0
CHU;202104060440;0.0
CHU;202104060450;0.0
CHU;202104060500;0.0
CHU;202104060510;0.0
CHU;202104060520;0.0
CHU;202104060530;0.0
CHU;202104060540;0.0
CHU;202104060550;0.0
CHU;202104060600;0.0
CHU;202104060610;0.0
CHU;202104060620;0.0
CHU;202104060630;0.0
CHU;202104060640;0.0
CHU;202104060650;0.0
CHU;202104060700;0.0
CHU;202104060710;0.0
CHU;202104060720;0.0
CHU;202104060730;0.0
CHU;202104060740;0.0
CHU;202104060750;0.0
CHU;202104060800;0.0
CHU;202104060810;0.0
CHU;202104060820;0.0
CHU;202104060830;0.0
CHU;202104060840;0.0
CHU;202104060850;0.0
CHU;202104060900;0.0
CHU;202104060910;0.0
CHU;202104060920;0.0
CHU;202104060930;0.0
CHU;202104060940;0.0
CHU;202104060950;0.0
CHU;202104061000;0.0
CHU;202104061010;0.0
CHU;202104061020;0.0
CHU;202104061030;0.0
CHU;202104061040;0.0
CHU;202104061050;0.0
CHU;202104061100;0.0
CHU;202104061110;0.0
CHU;202104061120;0.0
CHU;202104061130;0.0
CHU;202104061140;0.0
CHU;202104061150;0.0
CHU;202104061200;0.0
CHU;202104061210;0.0
CHU;202104061220;0.0
CHU;202104061230;0.0
CHU;202104061240;0.0
CHU;202104061250;0.0
CHU;202104061300;0.0
CHU;202104061310;0.0
CHU;202104061320;0.0
CHU;202104061330;0.0
CHU;202104061340;0.0
CHU;202104061350;0.0
CHU;202104061400;0.0
CHU;202104061410;0.0
CHU;202104061420;0.0
CHU;202104061430;0.0
CHU;202104061440;0.0
CHU;202104061450;0.0
CHU;202104061500;0.0
CHU;202104061510;0.0
CHU;202104061520;0.0
CHU;202104061530;0.0
CHU;202104061540;0.0
CHU;202104061550;0.0
CHU;202104061600;0.0
CHU;202104061610;0.0
CHU;202104061620;0.0
CHU;202104061630;0.0
CHU;202104061640;0.0
CHU;202104061650;0.0
CHU;202104061700;0.0
CHU;202104061710;0.0
CHU;202104061720;0.0
CHU;202104061730;0.0
CHU;202104061740;0.0
CHU;202104061750;0.0
CHU;202104061800;0.0
CHU;202104061810;0.0
CHU;202104061820;0.0
CHU;202104061830;0.0
CHU;202104061840;0.0
CHU;202104061850;0.0
CHU;202104061900;0.0
CHU;202104061910;0.0
CHU;202104061920;0.0
CHU;202104061930;0.0
CHU;202104061940;0.0
CHU;202104061950;0.0
CHU;202104062000;0.0
CHU;202104062010;0.0
CHU;202104062020;0.0
CHU;202104062030;0.0
CHU;202104062040;0.0
CHU;202104062050;0.0
CHU;202104062100;0.0
CHU;202104062110;0.0
CHU;202104062120;0.0
CHU;202104062130;0.0
CHU;202104062140;0.0
CHU;202104062150;0.0
CHU;202104062200;0.0
CHU;202104062210;0.0
CHU;202104062220;0.0
CHU;202104062230;0.0
CHU;202104062240;0.0
CHU;202104062250;0.0
CHU;202104062300;0.0
CHU;202104062310;0.0
CHU;202104062320;0.0
CHU;202104062330;0.0
CHU;202104062340;0.0
CHU;202104062350;0.0
CHU;202104070000;0.0
CHU;202104070010;0.0
CHU;202104070020;0.0
CHU;202104070030;0.0
CHU;202104070040;0.0
CHU;202104070050;0.0
CHU;202104070100;0.0
CHU;202104070110;0.0
CHU;202104070120;0.0
CHU;202104070130;0.0
CHU;202104070140;0.0
CHU;202104070150;0.0
CHU;202104070200;0.0
CHU;202104070210;0.0
CHU;202104070220;0.0
CHU;202104070230;0.0
CHU;202104070240;0.0
CHU;202104070250;0.0
CHU;202104070300;0.0
CHU;202104070310;0.0
CHU;202104070320;0.0
CHU;202104070330;0.0
CHU;202104070340;0.0
CHU;202104070350;0.0
CHU;202104070400;0.0
CHU;202104070410;0.0
CHU;202104070420;0.2
CHU;202104070430;0.1
CHU;202104070440;0.1
CHU;202104070450;0.0
CHU;202104070500;0.1
CHU;202104070510;0.2
CHU;202104070520;0.1
CHU;202104070530;0.0
CHU;202104070540;0.0
CHU;202104070550;0.0
CHU;202104070600;0.1
CHU;202104070610;0.0
CHU;202104070620;0.0
CHU;202104070630;0.0
CHU;202104070640;0.0
CHU;202104070650;0.0
CHU;202104070700;0.0
CHU;202104070710;0.0
CHU;202104070720;0.0
CHU;202104070730;0.1
CHU;202104070740;0.1
CHU;202104070750;0.1
CHU;202104070800;0.0
CHU;202104070810;0.0
CHU;202104070820;0.0
CHU;202104070830;0.0
CHU;202104070840;0.0
CHU;202104070850;0.0
CHU;202104070900;0.0
CHU;202104070910;0.0
CHU;202104070920;0.0
CHU;202104070930;0.0
CHU;202104070940;0.0
CHU;202104070950;0.0
CHU;202104071000;0.0
CHU;202104071010;0.0
CHU;202104071020;0.0
CHU;202104071030;0.0
CHU;202104071040;0.0
CHU;202104071050;0.0
CHU;202104071100;0.0
CHU;202104071110;0.0
CHU;202104071120;0.0
CHU;202104071130;0.0
CHU;202104071140;0.0
CHU;202104071150;0.0
CHU;202104071200;0.0
CHU;202104071210;0.0
CHU;202104071220;0.0
CHU;202104071230;0.0
CHU;202104071240;0.0
CHU;202104071250;0.0
CHU;202104071300;0.0
CHU;202104071310;0.0
CHU;202104071320;0.0
CHU;202104071330;0.0
CHU;202104071340;0.0
CHU;202104071350;0.0
CHU;202104071400;0.0
CHU;202104071410;0.0
CHU;202104071420;0.0
CHU;202104071430;0.0
CHU;202104071440;0.0
CHU;202104071450;0.0
CHU;202104071500;0.0
CHU;202104071510;0.0
CHU;202104071520;0.0
CHU;202104071530;0.0
CHU;202104071540;0.0
CHU;202104071550;0.0
CHU;202104071600;0.0
CHU;202104071610;0.0
CHU;202104071620;0.0
CHU;202104071630;0.0
CHU;202104071640;0.0
CHU;202104071650;0.0
CHU;202104071700;0.0
CHU;202104071710;0.0
CHU;202104071720;0.0
CHU;202104071730;0.0
CHU;202104071740;0.0
CHU;202104071750;0.0
CHU;202104071800;0.0
CHU;202104071810;0.0
CHU;202104071820;0.0
CHU;202104071830;0.0
CHU;202104071840;0.0
CHU;202104071850;0.0
CHU;202104071900;0.0
CHU;202104071910;0.0
CHU;202104071920;0.0
CHU;202104071930;0.0
CHU;202104071940;0.0
CHU;202104071950;0.0
CHU;202104072000;0.0
CHU;202104072010;0.0
CHU;202104072020;0.0
CHU;202104072030;0.0
CHU;202104072040;0.0
CHU;202104072050;0.0
CHU;202104072100;0.0
CHU;202104072110;0.0
CHU;202104072120;0.0
CHU;202104072130;0.0
CHU;202104072140;0.0
CHU;202104072150;0.0
CHU;202104072200;0.0
CHU;202104072210;0.0
CHU;202104072220;0.0
CHU;202104072230;0.0
CHU;202104072240;0.0
CHU;202104072250;0.0
CHU;202104072300;0.0
CHU;202104072310;0.0
CHU;202104072320;0.0
CHU;202104072330;0.0
CHU;202104072340;0.0
CHU;202104072350;0.0
CHU;202104080000;0.0
CHU;202104080010;0.0
CHU;202104080020;0.0
CHU;202104080030;0.0
CHU;202104080040;0.0
CHU;202104080050;0.0
CHU;202104080100;0.0
CHU;202104080110;0.0
CHU;202104080120;0.0
CHU;202104080130;0.0
CHU;202104080140;0.0
CHU;202104080150;0.0
CHU;202104080200;0.0
CHU;202104080210;0.0
CHU;202104080220;0.0
CHU;202104080230;0.0
CHU;202104080240;0.0
CHU;202104080250;0.0
CHU;202104080300;0.0
CHU;202104080310;0.0
CHU;202104080320;0.0
CHU;202104080330;0.0
CHU;202104080340;0.0
CHU;202104080350;0.0
CHU;202104080400;0.0
CHU;202104080410;0.0
CHU;202104080420;0.0
CHU;202104080430;0.0
CHU;202104080440;0.0
CHU;202104080450;0.0
CHU;202104080500;0.0
CHU;202104080510;0.0
CHU;202104080520;0.0
CHU;202104080530;0.0
CHU;202104080540;0.0
CHU;202104080550;0.0
CHU;202104080600;0.0
CHU;202104080610;0.0
CHU;202104080620;0.0
CHU;202104080630;0.0
CHU;202104080640;0.0
CHU;202104080650;0.0
CHU;202104080700;0.0
CHU;202104080710;0.0
CHU;202104080720;0.0
CHU;202104080730;0.0
CHU;202104080740;0.0
CHU;202104080750;0.0
CHU;202104080800;0.0
CHU;202104080810;0.0
CHU;202104080820;0.0
CHU;202104080830;0.0
CHU;202104080840;0.0
CHU;202104080850;0.0
CHU;202104080900;0.0
CHU;202104080910;0.0
CHU;202104080920;0.0
CHU;202104080930;0.0
CHU;202104080940;0.0
CHU;202104080950;0.0
CHU;202104081000;0.0
CHU;202104081010;0.0
CHU;202104081020;0.0
CHU;202104081030;0.0
CHU;202104081040;0.0
CHU;202104081050;0.0
CHU;202104081100;0.0
CHU;202104081110;0.0
CHU;202104081120;0.0
CHU;202104081130;0.0
CHU;202104081140;0.0
CHU;202104081150;0.0
CHU;202104081200;0.0
CHU;202104081210;0.0
CHU;202104081220;0.0
CHU;202104081230;0.0
CHU;202104081240;0.0
CHU;202104081250;0.0
CHU;202104081300;0.0
CHU;202104081310;0.0
CHU;202104081320;0.0
CHU;202104081330;0.0
CHU;202104081340;0.0
CHU;202104081350;0.0
CHU;202104081400;0.0
CHU;202104081410;0.0
CHU;202104081420;0.0
CHU;202104081430;0.0
CHU;202104081440;0.0
CHU;202104081450;0.0
CHU;202104081500;0.0
CHU;202104081510;0.0
CHU;202104081520;0.0
CHU;202104081530;0.0
CHU;202104081540;0.0
CHU;202104081550;0.0
CHU;202104081600;0.0
CHU;202104081610;0.0
CHU;202104081620;0.0
CHU;202104081630;0.0
CHU;202104081640;0.0
CHU;202104081650;0.0
CHU;202104081700;0.0
CHU;202104081710;0.0
CHU;202104081720;0.0
CHU;202104081730;0.0
CHU;202104081740;0.0
CHU;202104081750;0.0
CHU;202104081800;0.0
CHU;202104081810;0.0
CHU;202104081820;0.0
CHU;202104081830;0.0
CHU;202104081840;0.0
CHU;202104081850;0.0
CHU;202104081900;0.0
CHU;202104081910;0.0
CHU;202104081920;0.0
CHU;202104081930;0.0
CHU;202104081940;0.0
CHU;202104081950;0.0
CHU;202104082000;0.0
CHU;202104082010;0.0
CHU;202104082020;0.0
CHU;202104082030;0.0
CHU;202104082040;0.0
CHU;202104082050;0.0
CHU;202104082100;0.0
CHU;202104082110;0.0
CHU;202104082120;0.0
CHU;202104082130;0.0
CHU;202104082140;0.0
CHU;202104082150;0.0
CHU;202104082200;0.0
CHU;202104082210;0.0
CHU;202104082220;0.0
CHU;202104082230;0.0
CHU;202104082240;0.0
CHU;202104082250;0.0
CHU;202104082300;0.0
CHU;202104082310;0.0
CHU;202104082320;0.0
CHU;202104082330;0.0
CHU;202104082340;0.0
CHU;202104082350;0.0
CHU;202104090000;0.0
CHU;202104090010;0.0
CHU;202104090020;0.0
CHU;202104090030;0.0
CHU;202104090040;0.0
CHU;202104090050;0.0
CHU;202104090100;0.0
CHU;202104090110;0.0
CHU;202104090120;0.0
CHU;202104090130;0.0
CHU;202104090140;0.0
CHU;202104090150;0.0
CHU;202104090200;0.0
CHU;202104090210;0.0
CHU;202104090220;0.0
CHU;202104090230;0.0
CHU;202104090240;0.0
CHU;202104090250;0.0
CHU;202104090300;0.0
CHU;202104090310;0.0
CHU;202104090320;0.0
CHU;202104090330;0.0
CHU;202104090340;0.0
CHU;202104090350;0.0
CHU;202104090400;0.0
CHU;202104090410;0.0
CHU;202104090420;0.0
CHU;202104090430;0.0
CHU;202104090440;0.0
CHU;202104090450;0.0
CHU;202104090500;0.0
CHU;202104090510;0.0
CHU;202104090520;0.0
CHU;202104090530;0.0
CHU;202104090540;0.0
CHU;202104090550;0.0
CHU;202104090600;0.0
CHU;202104090610;0.0
CHU;202104090620;0.0
CHU;202104090630;0.0
CHU;202104090640;0.0
CHU;202104090650;0.0
CHU;202104090700;0.0
CHU;202104090710;0.0
CHU;202104090720;0.0
CHU;202104090730;0.0
CHU;202104090740;0.0
CHU;202104090750;0.0
CHU;202104090800;0.0
CHU;202104090810;0.0
CHU;202104090820;0.0
CHU;202104090830;0.0
CHU;202104090840;0.0
CHU;202104090850;0.0
CHU;202104090900;0.0
CHU;202104090910;0.0
CHU;202104090920;0.0
CHU;202104090930;0.0
CHU;202104090940;0.0
CHU;202104090950;0.0
CHU;202104091000;0.0
CHU;202104091010;0.0
CHU;202104091020;0.0
CHU;202104091030;0.0
CHU;202104091040;0.0
CHU;202104091050;0.0
CHU;202104091100;0.0
CHU;202104091110;0.0
CHU;202104091120;0.0
CHU;202104091130;0.0
CHU;202104091140;0.0
CHU;202104091150;0.0
CHU;202104091200;0.0
CHU;202104091210;0.0
CHU;202104091220;0.0
CHU;202104091230;0.0
CHU;202104091240;0.0
CHU;202104091250;0.0
CHU;202104091300;0.0
CHU;202104091310;0.0
CHU;202104091320;0.0
CHU;202104091330;0.0
CHU;202104091340;0.0
CHU;202104091350;0.0
CHU;202104091400;0.0
CHU;202104091410;0.0
CHU;202104091420;0.0
CHU;202104091430;0.0
CHU;202104091440;0.0
CHU;202104091450;0.0
CHU;202104091500;0.0
CHU;202104091510;0.0
CHU;202104091520;0.0
CHU;202104091530;0.0
CHU;202104091540;0.0
CHU;202104091550;0.0
CHU;202104091600;0.0
CHU;202104091610;0.0
CHU;202104091620;0.0
CHU;202104091630;0.0
CHU;202104091640;0.0
CHU;202104091650;0.0
CHU;202104091700;0.0
CHU;202104091710;0.0
CHU;202104091720;0.0
CHU;202104091730;0.0
CHU;202104091740;0.0
CHU;202104091750;0.0
CHU;202104091800;0.0
CHU;202104091810;0.0
CHU;202104091820;0.0
CHU;202104091830;0.0
CHU;202104091840;0.0
CHU;202104091850;0.0
CHU;202104091900;0.0
CHU;202104091910;0.0
CHU;202104091920;0.0
CHU;202104091930;0.0
CHU;202104091940;0.0
CHU;202104091950;0.0
CHU;202104092000;0.0
CHU;202104092010;0.0
CHU;202104092020;0.0
CHU;202104092030;0.0
CHU;202104092040;0.0
CHU;202104092050;0.0
CHU;202104092100;0.0
CHU;202104092110;0.0
CHU;202104092120;0.0
CHU;202104092130;0.0
CHU;202104092140;0.0
CHU;202104092150;0.0
CHU;202104092200;0.0
CHU;202104092210;0.0
CHU;202104092220;0.0
CHU;202104092230;0.0
CHU;202104092240;0.0
CHU;202104092250;0.0
CHU;202104092300;0.0
CHU;202104092310;0.0
CHU;202104092320;0.0
CHU;202104092330;0.0
CHU;202104092340;0.0
CHU;202104092350;0.0
CHU;202104100000;0.0
CHU;202104100010;0.0
CHU;202104100020;0.0
CHU;202104100030;0.0
CHU;202104100040;0.0
CHU;202104100050;0.0
CHU;202104100100;0.0
CHU;202104100110;0.0
CHU;202104100120;0.0
CHU;202104100130;0.0
CHU;202104100140;0.0
CHU;202104100150;0.0
CHU;202104100200;0.0
CHU;202104100210;0.0
CHU;202104100220;0.0
CHU;202104100230;0.0
CHU;202104100240;0.0
CHU;202104100250;0.0
CHU;202104100300;0.0
CHU;202104100310;0.0
CHU;202104100320;0.0
CHU;202104100330;0.0
CHU;202104100340;0.0
CHU;202104100350;0.0
CHU;202104100400;0.0
CHU;202104100410;0.0
CHU;202104100420;0.0
CHU;202104100430;0.0
CHU;202104100440;0.0
CHU;202104100450;0.0
CHU;202104100500;0.0
CHU;202104100510;0.0
CHU;202104100520;0.0
CHU;202104100530;0.0
CHU;202104100540;0.0
CHU;202104100550;0.0
CHU;202104100600;0.0
CHU;202104100610;0.0
CHU;202104100620;0.0
CHU;202104100630;0.0
CHU;202104100640;0.0
CHU;202104100650;0.0
CHU;202104100700;0.0
CHU;202104100710;0.0
CHU;202104100720;0.0
CHU;202104100730;0.0
CHU;202104100740;0.0
CHU;202104100750;0.0
CHU;202104100800;0.0
CHU;202104100810;0.0
CHU;202104100820;0.0
CHU;202104100830;0.0
CHU;202104100840;0.0
CHU;202104100850;0.0
CHU;202104100900;0.0
CHU;202104100910;0.0
CHU;202104100920;0.0
CHU;202104100930;0.0
CHU;202104100940;0.0
CHU;202104100950;0.0
CHU;202104101000;0.0
CHU;202104101010;0.0
CHU;202104101020;0.0
CHU;202104101030;0.0
CHU;202104101040;0.0
CHU;202104101050;0.0
CHU;202104101100;0.0
CHU;202104101110;0.0
CHU;202104101120;0.0
CHU;202104101130;0.0
CHU;202104101140;0.0
CHU;202104101150;0.0
CHU;202104101200;0.0
CHU;202104101210;0.0
CHU;202104101220;0.0
CHU;202104101230;0.0
CHU;202104101240;0.0
CHU;202104101250;0.0
CHU;202104101300;0.0
CHU;202104101310;0.0
CHU;202104101320;0.0
CHU;202104101330;0.0
CHU;202104101340;0.0
CHU;202104101350;0.0
CHU;202104101400;0.0
CHU;202104101410;0.0
CHU;202104101420;0.0
CHU;202104101430;0.0
CHU;202104101440;0.0
CHU;202104101450;0.0
CHU;202104101500;0.0
CHU;202104101510;0.0
CHU;202104101520;0.0
CHU;202104101530;0.0
CHU;202104101540;0.0
CHU;202104101550;0.0
CHU;202104101600;0.0
CHU;202104101610;0.0
CHU;202104101620;0.0
CHU;202104101630;0.0
CHU;202104101640;0.0
CHU;202104101650;0.0
CHU;202104101700;0.0
CHU;202104101710;0.0
CHU;202104101720;0.0
CHU;202104101730;0.0
CHU;202104101740;0.0
CHU;202104101750;0.0
CHU;202104101800;0.0
CHU;202104101810;0.0
CHU;202104101820;0.0
CHU;202104101830;0.0
CHU;202104101840;0.0
CHU;202104101850;0.0
CHU;202104101900;0.0
CHU;202104101910;0.0
CHU;202104101920;0.0
CHU;202104101930;0.0
CHU;202104101940;0.0
CHU;202104101950;0.0
CHU;202104102000;0.0
CHU;202104102010;0.0
CHU;202104102020;0.0
CHU;202104102030;0.0
CHU;202104102040;0.0
CHU;202104102050;0.0
CHU;202104102100;0.0
CHU;202104102110;0.0
CHU;202104102120;0.0
CHU;202104102130;0.0
CHU;202104102140;0.0
CHU;202104102150;0.0
CHU;202104102200;0.0
CHU;202104102210;0.0
CHU;202104102220;0.0
CHU;202104102230;0.0
CHU;202104102240;0.0
CHU;202104102250;0.0
CHU;202104102300;0.0
CHU;202104102310;0.0
CHU;202104102320;0.0
CHU;202104102330;0.0
CHU;202104102340;0.0
CHU;202104102350;0.0
CHU;202104110000;0.0
CHU;202104110010;0.0
CHU;202104110020;0.0
CHU;202104110030;0.0
CHU;202104110040;0.0
CHU;202104110050;0.0
CHU;202104110100;0.0
CHU;202104110110;0.0
CHU;202104110120;0.0
CHU;202104110130;0.0
CHU;202104110140;0.0
CHU;202104110150;0.0
CHU;202104110200;0.0
CHU;202104110210;0.0
CHU;202104110220;0.0
CHU;202104110230;0.0
CHU;202104110240;0.0
CHU;202104110250;0.0
CHU;202104110300;0.0
CHU;202104110310;0.0
CHU;202104110320;0.0
CHU;202104110330;0.0
CHU;202104110340;0.0
CHU;202104110350;0.0
CHU;202104110400;0.0
CHU;202104110410;0.0
CHU;202104110420;0.0
CHU;202104110430;0.0
CHU;202104110440;0.0
CHU;202104110450;0.0
CHU;202104110500;0.0
CHU;202104110510;0.0
CHU;202104110520;0.0
CHU;202104110530;0.0
CHU;202104110540;0.0
CHU;202104110550;0.0
CHU;202104110600;0.0
CHU;202104110610;0.0
CHU;202104110620;0.0
CHU;202104110630;0.0
CHU;202104110640;0.0
CHU;202104110650;0.0
CHU;202104110700;0.0
CHU;202104110710;0.0
CHU;202104110720;0.0
CHU;202104110730;0.0
CHU;202104110740;0.0
CHU;202104110750;0.0
CHU;202104110800;0.0
CHU;202104110810;0.0
CHU;202104110820;0.0
CHU;202104110830;0.0
CHU;202104110840;0.0
CHU;202104110850;0.0
CHU;202104110900;0.0
CHU;202104110910;0.0
CHU;202104110920;0.0
CHU;202104110930;0.0
CHU;202104110940;0.0
CHU;202104110950;0.0
CHU;202104111000;0.0
CHU;202104111010;0.0
CHU;202104111020;0.0
CHU;202104111030;0.0
CHU;202104111040;0.0
CHU;202104111050;0.0
CHU;202104111100;0.0
CHU;202104111110;0.0
CHU;202104111120;0.0
CHU;202104111130;0.0
CHU;202104111140;0.0
CHU;202104111150;0.0
CHU;202104111200;0.0
CHU;202104111210;0.0
CHU;202104111220;0.0
CHU;202104111230;0.0
CHU;202104111240;0.0
CHU;202104111250;0.0
CHU;202104111300;0.0
CHU;202104111310;0.0
CHU;202104111320;0.0
CHU;202104111330;0.0
CHU;202104111340;0.0
CHU;202104111350;0.0
CHU;202104111400;0.0
CHU;202104111410;0.0
CHU;202104111420;0.0
CHU;202104111430;0.0
CHU;202104111440;0.0
CHU;202104111450;0.0
CHU;202104111500;0.0
CHU;202104111510;0.0
CHU;202104111520;0.0
CHU;202104111530;0.0
CHU;202104111540;0.0
CHU;202104111550;0.0
CHU;202104111600;0.0
CHU;202104111610;0.0
CHU;202104111620;0.0
CHU;202104111630;0.0
CHU;202104111640;0.0
CHU;202104111650;0.0
CHU;202104111700;0.0
CHU;202104111710;0.0
CHU;202104111720;0.0
CHU;202104111730;0.0
CHU;202104111740;0.0
CHU;202104111750;0.0
CHU;202104111800;0.0
CHU;202104111810;0.0
CHU;202104111820;0.0
CHU;202104111830;0.0
CHU;202104111840;0.0
CHU;202104111850;0.0
CHU;202104111900;0.0
CHU;202104111910;0.0
CHU;202104111920;0.0
CHU;202104111930;0.0
CHU;202104111940;0.0
CHU;202104111950;0.0
CHU;202104112000;0.0
CHU;202104112010;0.0
CHU;202104112020;0.0
CHU;202104112030;0.0
CHU;202104112040;0.0
CHU;202104112050;0.0
CHU;202104112100;0.0
CHU;202104112110;0.0
CHU;202104112120;0.0
CHU;202104112130;0.0
CHU;202104112140;0.0
CHU;202104112150;0.0
CHU;202104112200;0.0
CHU;202104112210;0.0
CHU;202104112220;0.0
CHU;202104112230;0.0
CHU;202104112240;0.0
CHU;202104112250;0.0
CHU;202104112300;0.0
CHU;202104112310;0.0
CHU;202104112320;0.0
CHU;202104112330;0.0
CHU;202104112340;0.0
CHU;202104112350;0.0
CHU;202104120000;0.0
CHU;202104120010;0.0
CHU;202104120020;0.0
CHU;202104120030;0.0
CHU;202104120040;0.0
CHU;202104120050;0.0
CHU;202104120100;0.0
CHU;202104120110;0.0
CHU;202104120120;0.0
CHU;202104120130;0.0
CHU;202104120140;0.0
CHU;202104120150;0.0
CHU;202104120200;0.0
CHU;202104120210;0.0
CHU;202104120220;0.0
CHU;202104120230;0.0
CHU;202104120240;0.0
CHU;202104120250;0.0
CHU;202104120300;0.0
CHU;202104120310;0.0
CHU;202104120320;0.0
CHU;202104120330;0.0
CHU;202104120340;0.0
CHU;202104120350;0.0
CHU;202104120400;0.0
CHU;202104120410;0.1
CHU;202104120420;0.0
CHU;202104120430;0.0
CHU;202104120440;0.0
CHU;202104120450;0.0
CHU;202104120500;0.2
CHU;202104120510;0.3
CHU;202104120520;0.2
CHU;202104120530;0.2
CHU;202104120540;0.2
CHU;202104120550;0.0
CHU;202104120600;0.1
CHU;202104120610;0.1
CHU;202104120620;0.1
CHU;202104120630;0.1
CHU;202104120640;0.1
CHU;202104120650;0.0
CHU;202104120700;0.1
CHU;202104120710;0.1
CHU;202104120720;0.1
CHU;202104120730;0.0
CHU;202104120740;0.0
CHU;202104120750;0.1
CHU;202104120800;0.0
CHU;202104120810;0.0
CHU;202104120820;0.1
CHU;202104120830;0.0
CHU;202104120840;0.0
CHU;202104120850;0.0
CHU;202104120900;0.0
CHU;202104120910;0.0
CHU;202104120920;0.0
CHU;202104120930;0.0
CHU;202104120940;0.0
CHU;202104120950;0.0
CHU;202104121000;0.0
CHU;202104121010;0.0
CHU;202104121020;0.0
CHU;202104121030;0.0
CHU;202104121040;0.0
CHU;202104121050;0.0
CHU;202104121100;0.0
CHU;202104121110;0.0
CHU;202104121120;0.0
CHU;202104121130;0.0
CHU;202104121140;0.0
CHU;202104121150;0.0
CHU;202104121200;0.0
CHU;202104121210;0.1
CHU;202104121220;0.0
CHU;202104121230;0.0
CHU;202104121240;0.0
CHU;202104121250;0.0
CHU;202104121300;0.0
CHU;202104121310;0.0
CHU;202104121320;0.0
CHU;202104121330;0.0
CHU;202104121340;0.0
CHU;202104121350;0.0
CHU;202104121400;0.0
CHU;202104121410;0.0
CHU;202104121420;0.0
CHU;202104121430;0.0
CHU;202104121440;0.1
CHU;202104121450;0.0
CHU;202104121500;0.0
CHU;202104121510;0.0
CHU;202104121520;0.1
CHU;202104121530;0.0
