area,storage_capacity,residence_time,runoff_fraction,RMSE
196979.14016530983,14.130699457162052,26.669412439685342,0.07533110979382646,257.2005698206243
196979.14016530983,14.130699457162052,26.669412439685342,0.07533110979382646,256.64971572947195
196074.78558703864,17.55984266909867,22.366870239517876,0.08333015468469197,251.64841405237587
197249.68106689613,10.092344150317878,29.453921173964282,0.09990437342132884,245.0958883777993
197249.68106689613,10.092344150317878,29.453921173964282,0.09990437342132884,244.15664219580592
197249.68106689613,10.092344150317878,29.453921173964282,0.09990437342132884,243.3547174942023
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,239.47425423692752
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,238.9744777076598
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,238.55800655843456
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,238.21768236720254
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,237.94681577030124
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,237.73916747780117
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,237.5889284458759
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,237.4906995076287
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,237.43947072947384
195055.7689634817,11.07207227533761,28.394958926730013,0.09966187279971843,237.43060072571518
194963.434189556,21.528166099713943,28.346835650299532,0.09986133330511462,237.1024286739386
194963.434189556,21.528166099713943,28.346835650299532,0.09986133330511462,237.15596226555596
194963.434189556,21.528166099713943,28.346835650299532,0.09986133330511462,237.24377015238323
194963.434189556,21.528166099713943,28.346835650299532,0.09986133330511462,237.36209968401565
194963.434189556,21.528166099713943,28.346835650299532,0.09986133330511462,237.5074974315834
