area,storage_capacity,residence_time,runoff_fraction,RMSE
195153.27601707206,16.12779668772961,17.20216720840386,0.052389878994551664,271.9763491268935
195153.27601707206,16.12779668772961,17.20216720840386,0.052389878994551664,271.9201502731284
195908.6655538324,19.79035729209093,24.16249605448172,0.07654609082789175,254.0365648244089
195908.6655538324,19.79035729209093,24.16249605448172,0.07654609082789175,254.30813436288355
196266.10405653383,18.115914951443777,28.273240097200812,0.09519821000937981,246.32933710560795
196266.10405653383,18.115914951443777,28.273240097200812,0.09519821000937981,246.32983252390335
196266.10405653383,18.115914951443777,28.273240097200812,0.09519821000937981,246.33031044168013
196006.59125136308,17.56269571456346,21.06131856014806,0.0991453439741784,243.81380763053355
194790.52142790018,13.135470154469768,22.312519346660864,0.09879367881734148,241.28192993773453
194790.52142790018,13.135470154469768,22.312519346660864,0.09879367881734148,240.73440997536886
195229.26958754257,20.61082714940612,23.628727787274244,0.09833210426581797,241.84407785549334
194861.91674863306,12.362854232026624,24.51419580554294,0.09974484164843708,240.14734401709396
194946.02698980056,19.731515074461544,28.2990648319762,0.0989294919786666,241.60550210769026
194825.23055470598,22.0506698994339,21.57507080460808,0.09859767667337738,241.32754888717136
194825.23055470598,22.0506698994339,21.57507080460808,0.09859767667337738,241.69747828196245
194825.23055470598,22.0506698994339,21.57507080460808,0.09859767667337738,242.06859532207608
194825.23055470598,22.0506698994339,21.57507080460808,0.09859767667337738,242.4391082718425
194825.23055470598,22.0506698994339,21.57507080460808,0.09859767667337738,242.80747316221746
194825.23055470598,22.0506698994339,21.57507080460808,0.09859767667337738,243.17236692337286
194825.23055470598,22.0506698994339,21.57507080460808,0.09859767667337738,243.53266311668781
