method,metric,time,area,storage_capacity,residence_time,runoff_fraction,melting_rate,NSE,KGE,RMSE,Bias,PBias,MeanAbsErr,MaxAbsDiff,MaxPeakDiff
Evolution,NSE,20231208_0359,171657.56484412425,14.494629485048797,24.99386137408252,0.0611068399851388,2.6250415938423775,-4.335812869291462,-0.34426471418060944,59.35533265608749,-27.171273137782265,28.27900349689214,49.07393426281465,104.02447220278515,2.9052662286567568
Evolution,RMSE,20231208_0406,155641.95981286926,14.514307904184996,24.993781998952933,0.026421736626298868,5.3245190354173655,-4.363480152550629,-0.32760411834210257,59.50901847266906,-29.915133209315805,31.13472645710866,49.491311999602644,97.37910930867605,-4.305516862777324
Basin,NSE,20231208_0532,249999.7674721826,31.8273635809959,25.0,0.1,2.1680454459611522,-4.582002599512194,-0.34509738487362873,60.70919377693288,-28.165024945207218,29.31326901307572,49.372002871894395,77.41135398904845,26.193728912167103
Basin,RMSE,20231208_0645,249999.41942002677,29.858427278327976,25.0,0.1,2.168045478172351,-4.575648980013381,-0.36370831222919975,60.67463333615332,-26.440886196233194,27.518839820740002,49.246451968134274,84.76742317389244,29.61475646011891
