datetime,valid,temperature(C),discharge(L/min)
2023-01-11 00:00:00+00:00,1.0,8.825,491.37833333333333
2023-01-12 00:00:00+00:00,1.0,8.58125,497.2993055555556
2023-01-13 00:00:00+00:00,1.0,8.730555555555556,494.37638888888887
2023-01-14 00:00:00+00:00,1.0,8.713194444444445,468.04999999999995
2023-01-15 00:00:00+00:00,1.0,8.766666666666667,451.67499999999995
2023-01-16 00:00:00+00:00,1.0,8.065972222222221,445.96736111111113
2023-01-17 00:00:00+00:00,1.0,7.972222222222222,439.0368055555556
2023-01-18 00:00:00+00:00,1.0,7.9937499999999995,412.8909722222222
2023-01-19 00:00:00+00:00,1.0,7.387499999999999,369.35833333333335
2023-01-20 00:00:00+00:00,1.0,7.177083333333333,337.2895833333333
2023-01-21 00:00:00+00:00,1.0,7.408333333333333,310.1534722222222
2023-01-22 00:00:00+00:00,1.0,7.752777777777778,288.56041666666664
2023-01-23 00:00:00+00:00,1.0,7.8374999999999995,270.4326388888889
2023-01-24 00:00:00+00:00,1.0,7.856249999999999,253.3826388888889
2023-01-25 00:00:00+00:00,1.0,8.115972222222222,242.46666666666664
2023-01-26 00:00:00+00:00,1.0,8.140277777777776,235.98819444444447
2023-01-27 00:00:00+00:00,1.0,8.195138888888888,227.74374999999998
2023-01-28 00:00:00+00:00,1.0,8.240972222222222,217.32222222222222
2023-01-29 00:00:00+00:00,1.0,8.271527777777779,205.65972222222223
2023-01-30 00:00:00+00:00,1.0,8.159722222222221,197.57777777777778
2023-01-31 00:00:00+00:00,1.0,8.365972222222222,186.98194444444445
2023-02-01 00:00:00+00:00,1.0,8.415277777777778,182.8736111111111
2023-02-02 00:00:00+00:00,1.0,8.591666666666667,175.69375000000002
2023-02-03 00:00:00+00:00,1.0,8.647222222222222,169.49027777777778
2023-02-04 00:00:00+00:00,1.0,8.7375,167.79027777777776
2023-02-05 00:00:00+00:00,1.0,8.725694444444445,171.49652777777777
2023-02-06 00:00:00+00:00,1.0,8.594444444444443,172.67013888888889
2023-02-07 00:00:00+00:00,1.0,8.219444444444443,168.68194444444444
2023-02-08 00:00:00+00:00,1.0,8.249305555555557,166.7076388888889
2023-02-09 00:00:00+00:00,1.0,8.05,163.81041666666667
2023-02-10 00:00:00+00:00,1.0,8.07986111111111,159.12986111111113
2023-02-11 00:00:00+00:00,1.0,8.194444444444445,156.10625
2023-02-12 00:00:00+00:00,1.0,8.293055555555556,152.91875
2023-02-13 00:00:00+00:00,1.0,8.341666666666667,150.5611111111111
2023-02-14 00:00:00+00:00,1.0,8.452777777777778,148.35277777777776
2023-02-15 00:00:00+00:00,1.0,8.60763888888889,148.12152777777777
2023-02-16 00:00:00+00:00,1.0,8.779166666666667,147.08819444444444
2023-02-17 00:00:00+00:00,1.0,8.920833333333333,143.47083333333333
2023-02-18 00:00:00+00:00,1.0,8.854861111111111,140.93402777777777
2023-02-19 00:00:00+00:00,1.0,8.84513888888889,140.94305555555556
2023-02-20 00:00:00+00:00,1.0,8.434722222222222,130.1590277777778
2023-02-21 00:00:00+00:00,1.0,7.9118055555555555,120.58333333333333
2023-02-22 00:00:00+00:00,1.0,7.579861111111111,113.54097222222222
2023-02-23 00:00:00+00:00,1.0,7.568478260869565,110.28152173913043
2023-02-24 00:00:00+00:00,,,
2023-02-25 00:00:00+00:00,,,
2023-02-26 00:00:00+00:00,,,
2023-02-27 00:00:00+00:00,,,
2023-02-28 00:00:00+00:00,,,
2023-03-01 00:00:00+00:00,,,
2023-03-02 00:00:00+00:00,,,
2023-03-03 00:00:00+00:00,,,
2023-03-04 00:00:00+00:00,,,
2023-03-05 00:00:00+00:00,,,
2023-03-06 00:00:00+00:00,,,
2023-03-07 00:00:00+00:00,,,
2023-03-08 00:00:00+00:00,,,
2023-03-09 00:00:00+00:00,,,
2023-03-10 00:00:00+00:00,,,
2023-03-11 00:00:00+00:00,,,
2023-03-12 00:00:00+00:00,1.0,6.766666666666667,238.4
2023-03-13 00:00:00+00:00,1.0,7.043055555555556,394.76458333333335
2023-03-14 00:00:00+00:00,1.0,7.17638888888889,993.4638888888888
2023-03-15 00:00:00+00:00,1.0,6.697222222222222,777.3395833333333
2023-03-16 00:00:00+00:00,1.0,6.781944444444445,680.2083333333334
2023-03-17 00:00:00+00:00,1.0,7.121527777777778,553.5409722222222
2023-03-18 00:00:00+00:00,1.0,7.388194444444445,442.99027777777775
2023-03-19 00:00:00+00:00,1.0,7.634722222222223,371.8986111111111
2023-03-20 00:00:00+00:00,1.0,7.565972222222222,508.2291666666667
2023-03-21 00:00:00+00:00,1.0,7.5375000000000005,552.2180555555556
2023-03-22 00:00:00+00:00,1.0,7.706944444444444,530.1701388888889
2023-03-23 00:00:00+00:00,1.0,7.908333333333333,499.4020833333333
2023-03-24 00:00:00+00:00,1.0,7.915972222222223,465.51874999999995
2023-03-25 00:00:00+00:00,1.0,7.606249999999999,435.98819444444445
2023-03-26 00:00:00+00:00,1.0,7.435416666666667,440.2138888888889
2023-03-27 00:00:00+00:00,1.0,6.511111111111111,712.4055555555556
2023-03-28 00:00:00+00:00,1.0,6.895138888888889,879.8298611111111
2023-03-29 00:00:00+00:00,1.0,7.507638888888888,737.5861111111111
2023-03-30 00:00:00+00:00,1.0,7.6930555555555555,666.1888888888889
2023-03-31 00:00:00+00:00,1.0,7.763888888888889,622.4534722222222
2023-04-01 00:00:00+00:00,1.0,7.523611111111112,664.4069444444444
2023-04-02 00:00:00+00:00,1.0,7.490277777777777,689.9770833333333
