area,storage_capacity,residence_time,runoff_fraction,melting_rate,NSE,KGE,RMSE,Bias,PBias,MeanAbsErr,MaxAbsDiff,MaxPeakDiff
201417.10315460738,15.149083502001346,26.486194988135033,0.09037986672516721,1.500573958976985,-4.373891063398966,-0.38667454547988056,59.566746171392374,-23.341839086954096,24.293449402118988,48.43660323774515,114.7272600162045,13.640119166196996
201417.10315460738,15.149083502001346,26.486194988135033,0.09037986672516721,1.500573958976985,-4.373891063398966,-0.38667454547988056,59.566746171392374,-23.341839086954096,24.293449402118988,48.43660323774515,114.7272600162045,13.640119166196996
201417.10315460738,15.149083502001346,26.486194988135033,0.09037986672516721,1.500573958976985,-4.373891063398966,-0.38667454547988056,59.566746171392374,-23.341839086954096,24.293449402118988,48.43660323774515,114.7272600162045,13.640119166196996
197878.9035306058,16.43375662296421,26.71939844456021,0.0693366528440665,0.8368132303991986,-4.361694859746426,-0.37974848491102464,59.499113535782506,-24.00398712603742,24.982592182354058,48.48371042076897,111.21754600618468,9.724254909275857
197878.9035306058,16.43375662296421,26.71939844456021,0.0693366528440665,0.8368132303991986,-4.361694859746426,-0.37974848491102464,59.499113535782506,-24.00398712603742,24.982592182354058,48.48371042076897,111.21754600618468,9.724254909275857
179138.4811722205,13.251599216960955,26.695308285204725,0.06332467832914292,3.0541128073735524,-4.350339717950328,-0.37837303051326066,59.43607572964737,-25.160346175805813,26.18609418412785,48.87240515824296,110.7152063092486,9.19489364300054
183995.5227303789,13.281276410407955,26.688532607697162,0.09850599492705761,2.968532007037839,-4.299123352324269,-0.3413669353673019,59.15091441561836,-27.9696734825116,29.10995337642228,48.61397827375178,104.3304943555905,2.30702472445293
183995.5227303789,13.281276410407955,26.688532607697162,0.09850599492705761,2.968532007037839,-4.299123352324269,-0.3413669353673019,59.15091441561836,-27.9696734825116,29.10995337642228,48.61397827375178,104.3304943555905,2.30702472445293
183995.5227303789,13.281276410407955,26.688532607697162,0.09850599492705761,2.968532007037839,-4.299123352324269,-0.3413669353673019,59.15091441561836,-27.9696734825116,29.10995337642228,48.61397827375178,104.3304943555905,2.30702472445293
183995.5227303789,13.281276410407955,26.688532607697162,0.09850599492705761,2.968532007037839,-4.299123352324269,-0.3413669353673019,59.15091441561836,-27.9696734825116,29.10995337642228,48.61397827375178,104.3304943555905,2.30702472445293
184190.06198788184,13.996553335962155,26.90137321041873,0.0914963554298357,5.273168759595398,-4.293666530305861,-0.33884111008166906,59.12045096638866,-28.22437452188292,29.3750381792771,48.55967869559369,103.03190692420654,0.7981537784520185
184190.06198788184,13.996553335962155,26.90137321041873,0.0914963554298357,5.273168759595398,-4.293666530305861,-0.33884111008166906,59.12045096638866,-28.22437452188292,29.3750381792771,48.55967869559369,103.03190692420654,0.7981537784520185
183421.8449348385,13.535448792851717,26.877250309707136,0.09562252369499114,4.11977093707767,-4.290007858678317,-0.33792608390507506,59.10001714210946,-28.317522124907175,29.471983264562333,48.5760982681041,103.05465377993912,0.8347537075599121
183421.8449348385,13.535448792851717,26.877250309707136,0.09562252369499114,4.11977093707767,-4.290007858678317,-0.33792608390507506,59.10001714210946,-28.317522124907175,29.471983264562333,48.5760982681041,103.05465377993912,0.8347537075599121
191033.73887026295,14.047113417060558,26.93685239538625,0.09850599492705761,4.970746291120639,-4.287450187786153,-0.3498051842721852,59.085728253231004,-26.728722489161004,27.818410749675216,48.382577269526394,106.59573034183677,4.624385051932364
